code,product_name,brands,countries,quantity,categories,labels,nutriscore_grade,ecoscore_grade,nova_group,ingredients_text,energy-kcal_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g
3033491273810,"Danone fromage blanc 3,2% de mg 825 x 1","Danone, Danone jockey nature",France,0.825 kg,"Dairies, Fermented foods, Fermented milk products, Desserts, Dairy desserts, Fermented dairy desserts, Plain fermented dairy desserts, fr:Fromages blancs, fr:Fromages blancs natures, en:cheeses","Pasteurized, French milk, Green Dot, Nutriscore, Nutriscore Grade A, Triman, en:no-gluten",a,a,3.0,"LAIT écrémé et crème (LAIT) pasteurisés, ferments lactiques (LAIT) LAIT : Origine France",75.0,3.2,2.2,3.9,3.9,0.0,7.7,0.09,0.036
3033491350863,Activia bifidus saveur noix de coco sans arome artificiel 125 gx 4,"Activia,Danone","Bélgica,Francia,España",0.5 kg,"Lácteos,Comidas fermentadas,Productos fermentados de la leche,Postres,Postres lácteos,en:Fermented dairy desserts,Yogures,en:Flavoured fermented dairy desserts,Yogures bifidus,en:Flavoured bifidus yogurts,Yogures de sabores","Sin aromas artificiales,Nutriscore,Nutriscore B",c,a,4.0,"LAIT entier (Origine : France), sucre (7,8%), LAIT écrémé concentré ou en poudre (Origine : UE), arôme naturel, crème (LAIT) (Origine : France), ferments lactiques dont bifidobacterium (Bifidus ActiRegularis) (LAIT)",93.0,3.1,2.0,12.6,12.6,0.0,3.6,0.13,0.052
3095758049019,Le Torchon - Cuit à l'Etouffée  - 25% de sel*,Fleury Michon,"France,en:france",120 g,"Viandes et dérivés, Viandes, Charcuteries, en:Specific products, Jambons, en:Products for specific diets, Jambons blancs, Produits à teneur réduite en sel, Charcuteries à teneur réduite en sel, Jambons blancs à teneur réduite en sel","Peu ou pas de sel, Peu de sel, Sans gluten, Allégé en sel, Moins 25% de sel, Nutriscore, Nutriscore B, Triman",c,e,4.0,"Jambon de porc, bouillons 1.8% (eau, échalote, carotte, _céleri_, oignon, poireau, ail, plantes aromatiques, épices, sel), sel, dextrose de maïs, épices, antioxydant : ascorbate de sodium, conservateur : nitrite de sodium.",115.0,2.8,1.0,0.5,0.5,,22.0,1.2,0.48
3155250367063,La Motte Beurre doux pasteurisé 82 % de mat. gr. eurre doux pasteurisé 82 % de mat. gr.,"Lactalis, Président","France,Suisse,en:france",250 g,"Produits laitiers, Matières grasses, Produits à tartiner, Matières grasses à tartiner, Matières grasses animales, Matière grasse laitière, en:dairy-spread, Beurres, Beurres pasteurisés, Beurres de crème douce","Made in France, en:green-dot",e,e,2.0,beurre (crème origine UE).,745.0,82.0,57.0,1.0,1.0,,0.7,0.03,0.012
3175681157774,"Blé, riz rouge, quinoa",Céréal Bio,France,220 g,"Plats préparés, Céréales préparées","Organic, Vegetarian, EU Organic, No preservatives, Non-EU Agriculture, Vegan, EU Agriculture, EU/non-EU Agriculture, FR-BIO-10, Made in France, No colorings, Nutriscore, Nutriscore Grade A, AB Agriculture Biologique, fr:triman",b,unknown,3.0,"Eau, blé mondé précuit 23,7%, riz rouge complet 9,3%, quinoa 8%, huile de tournesol, sel de mer.",159.0,2.9,0.4,26.0,0.0,4.8,4.9,0.83,0.332
3229820019611,Soja Douceur,Bjorg,France,1 L ℮,"Beverages and beverages preparations,Plant-based foods and beverages,Beverages,Plant-based foods,Legumes and their products,Dairy substitutes,Milk substitutes,Plant-based beverages,Plant-based milk alternatives,Legume-based drinks,Soy-based drinks","Organic, EU Organic, Non-EU Agriculture, Certified B Corporation, CH-BIO-006, EU Agriculture, EU/non-EU Agriculture, FR-BIO-01, Green Dot, IT-BIO-006, Made in Swiss, Nutriscore, Nutriscore Grade A, AB Agriculture Biologique, Triman, en:it-bio-007",b,a-plus,4.0,"Tonyu* (eau, fèves de soja* sans OGM décortiquées 8%), Eau, Sucre de canne, Arôme naturel de vanille, Stabilisants: gomme guar*, gomme xanthane, Sel marin. *Ingrédients biologiques,",49.0,2.2,0.3,3.0,2.9,0.8,3.9,0.08,0.032
3229820762043,Nouilles poulet teriyaki,Tanoshi,France,65g,"Produits déshydratés,Pâtes alimentaires,Produits lyophilisés à reconstituer,Nouilles instantanées","Point Vert, Sans glutamate ajouté, Triman",unknown,b,4.0,"_farine de blé_ 68%, huile de palme, sel, poudres à lever (carbonates de sodium, carbonates de potassium, assaisonnement 11% (sel, sucre, arômes, champignons noirs 1.2%, carottes 0.8%, sauce soja (_fèves de soja_, _blé_, maltodextrine de mais, sel), extrait de levure, maltodextrine de maïs, ail, oignons verts 0.2%, oignons, correcteur d'acidité (acide citrique), poivre noir, exhausteur de goût (5'-ribonucléotide disodique), huile de colza. Peut contenir des traces de céleri, _crustacés_, _lait_, _moutarde_",84.0,4.1,0.5,10.0,0.6,0.0005,1.6,0.74,0.296
3229820797366,Avoine citron 🍋 graines de chia,Bjorg,France,130 g,"Snacks, Sweet snacks, Biscuits and cakes, Biscuits, Dry biscuits, Oatmeal-cookies, en:oatmeal-biscuits","Peu ou pas de sucre, Peu de sucre, Bio, Bio européen, Agriculture non UE, Allégé en sucre, Moins 30% de sucre, Moins 50% de sucre, Agriculture UE, Agriculture UE/Non UE, FR-BIO-01, Point Vert, Fabriqué en France, Sans huile de palme, Nutriscore, Nutriscore A, AB Agriculture Biologique",b,b,4.0,"Flocons d'_avoine_ 38,5%, farine de _blé_, sucre de canne non raffiné, huile de colza, graines de chia 5%, riz soufflé (farine de riz, sel), fibres d'acacia, poudres à lever : carbonates d'ammonium, carbonates de sodium ; jaune d'_œuf_ en poudre, huile essentielle de citron 0,5%, sel marin, jus de citron concentré 0,3% (équivalent à 1,9% de jus de citron), antioxydant : extraits de romarin.",447.0,16.0,1.7,62.0,13.0,8.5,9.4,0.39,0.156
3242272347552,Dolce Pizza - Regina,Sodebo,"France,Allemagne,Espagne",400 g,"Viandes et dérivés, Plats préparés, Pizzas tartes salées et quiches, Plats préparés à la viande, Pizzas, Plats au porc, Pizzas au jambon, Pizza au jambon, Pizza jambon fromage","Experimentation Etiquetage Nutritionnel 2016, Nutriscore, Expérimentation Nutriscore, Expérimentation Nutriscore C, Nutriscore B, Triman, en:verified, Entreprise Française",c,d,4.0,"Garniture 61% : sauce tomate 32% (purée de tomate, eau, farine de blé, sel), mozzarella 26%, chiffonnade de jambon cuit standard 21% (jambon de porc, eau, sel, dextrose, sirop de glucose, stabilisant: E451, arômes naturels, gélifiant: E407, lactose, bouillon de porc, conservateurs: E316, E250, ferments), champignons de Paris 15% (champignons, extrait naturel de champignon concentré), olives noires avec noyau (stabilisant : E579), roquette 0,6%, basilic et origan. Pourcentages exprimés sur la garniture.

Pâte 39%: farine de blé, eau, huile d'olive vierge extra 2%, levure boulangère, sel. Pourcentage exprimé sur la pâte.

Ce produit peut contenir des traces d'oeuf.",179.0,3.7,2.2,25.0,1.7,2.9,10.0,1.2775,0.511
3242272921059,Sandwich mega viennois poulet rôti oeuf,Sodebo,France,270 g,Sandwichs au poulet,"Green Dot, Nutriscore, Nutriscore Grade B, en:no-preservatives",c,d,4.0,"Pain viennois (farine de BLE, eau, huile de colza, levure boulangère, gluten de BLE, LACTOSE, sucre, sel, émulsifiant : mono et diglycérides d'acides gras (végétal)), viande de poulet, OEUF, huile de colza, eau, salade, jaune d'ŒUF, vinaigre d'alcool, amidon et/ou fécule, dextrose, sel, arômes naturels, poivre, graines de MOUTARDE.",294.0,14.0,1.4,30.0,3.3,2.8,9.8,1.3,0.52
3245412694516,4 Muffins Complet,Carrefour,France,250 g,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains spéciaux, Pains Muffins","nutriscore, nutriscore-a, fr:labels-de-distributeurs, en:point-vert, en:qualité-carrefour",a,a,4.0,"Farine complète de _blé_ 49,5%, eau, levure, _gluten_ de _blé_, sucre, semoule de _blé_ dur, huile de colza, alcool, sel, farine de _blé_, levain de _blé_ déshydraté désactivé, amidon de maïs, antioxydant : acérola en poudre, conservateurs : propionate de calcium et acide sorbique, levure sèche désactivée.
Peut contenir des traces de lait, graines de sésame, fruits à coque, œuf, soja et moutarde.",243.0,2.8,0.3,40.0,5.5,6.7,11.0,0.73,0.292
3270190121909,Moutarde de Dijon,"CMI (Carrefour Marchandises Internationales), Carrefour, Groupe Carrefour",France,370 g,"Condiments, Sauces, Moutardes, Moutardes de Dijon, Moutardes fines, en:groceries","Distributor labels, Carrefour Quality, Green Dot, Made in France, Nutriscore, fr:Eco-Emballages, en:nutriscore-grade-c",e,b,3.0,"Eau, graines de _moutarde_, vinaigre d'alcool, sel, antioxydant : di_sulfite_ de potassium, acidifiant : acide citrique.",136.0,10.0,0.8,3.2,2.7,2.1,7.2,5.7,2.28
3278699005010,Yaourt Nature BIO,Malo,France,4*125 g,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Desserts lactés fermentés nature, Yaourts natures, Yaourts entiers, YAOURTS & FROMAGES BLANCS","Bio, Bio européen, Agriculture UE, FR-BIO-10, Agriculture France, Lait Français, Produit en Bretagne, AB Agriculture Biologique",b,a-plus,1.0,"Lait entier pasteurisé"", lait concentré écrémé *, ferments lactiques. Origine du lait : France.",69.0,3.6,2.3,5.5,5.5,0.0,3.6,0.12,0.048
3307131305170,Léa Nature - Pomme Vanille bourbon,"Jardin bio, Léa Nature",France,680 g,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Desserts, Fruits et produits dérivés, Compotes, Compotes de pomme, Compotes pommes vanille","Bio, Ecocert, Bio européen, Agriculture non UE, 1% pour la planète, Agriculture UE, Agriculture UE/Non UE, FR-BIO-01, Fabriqué en France, Sans sucre ajouté, Nutriscore, Nutriscore A, AB Agriculture Biologique, Triman",a,a-plus,1.0,"Purée de pommes* 99,96%, vanille* Bourbon en poudre 0,02%, antioxydant : acide ascorbique. *Produits issus de l'agriculture biologique.",55.0,0.0,0.0,13.0,11.0,1.5,0.0,0.0,0.0
3421557501685,Muesli croustillant chocolat 500 g,"Céréco, Terres et Céréales bio",France,500 g,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Petit-déjeuners, Céréales et pommes de terre, Céréales et dérivés, Céréales pour petit-déjeuner, Céréales au chocolat, Mueslis, Mueslis au chocolat","Bio, Bio européen, Agriculture non UE, Agriculture UE, Agriculture UE/Non UE, FR-BIO-01, Point Vert, Fabriqué en France, Sans huile de palme, Nutriscore, Nutriscore C, AB Agriculture Biologique, Blé français",c,a,3.0,"Flocons d'_avoine_ complets - 43%, sucre de canne, flocons de _blé_ complets - 11%, billettes de céréales (riz, _blé_ - 0,9%, _avoine_ - 0,5%, sucre de canne, sel), huile de tournesol, noix de coco séchée, farine de _blé_ - 4,3%, sirop de riz, morceaux de chocolat noir - 3% (masse de cacao, sucre de canne, beurre de cacao), morceaux de chocolat au _lait_ - 3% (sucre de canne, beurre de cacao, poudre de _lait_, masse de cacao), poudre de cacao dégraissé - 2,5%, chocolat au _lait_ - 1,2% (sucre de canne, beurre de cacao, poudre de _lait_, masse de cacao)",219.0,6.6,2.2,33.0,9.6,3.9,4.7,0.03,0.012
3523230023139,La bûche de chèvre Maxi Format,Soignon,France,400 g,"Dairies, Fermented foods, Fermented milk products, Cheeses, French cheeses, Goat cheeses, Pasteurized cheeses, es:rulo-de-cabra","Végétarien,Lait Français,en:FSC,FSC Mix,Triman,Fabriqué en France,Fabriqué en Poitou-Charentes",d,d,3.0,"Lait de chèvre (origine France), sel, ferments, coagulant.",291.0,23.0,16.0,1.0,1.0,,20.0,1.5,0.6
3564700013342,Vinaigre de cidre,"Marque Repère, Rustica","Frankreich, Germany",75 cl,"Condiments, Vinaigres, Vinaigres de cidre",,not-applicable,a,2.0,"Vinaigre de cidre (dont caséine de lait), conservateur : disulfite de potassium,",0.0,,,,,,,,
3700214616987,70% équateur,Alter Eco,France,100 g,"Snacks,Sweet snacks,Cocoa and its products,Confectioneries,Chocolates,Dark chocolates,Dark chocolate bar with more than 70% cocoa","Fair trade, Organic, EU Organic, Non-EU Agriculture, Carbon footprint, CH-BIO-006, Fair for Life, FR-BIO-01, FSC, Green Dot, Made in Swiss, AB Agriculture Biologique, Triman, Ch-bio-00, Carbon footprint, en:certified-b-corporation",e,c,3.0,"Pâte de cacao (Équateur), sucre de canne, beurre de cacao. Cacao: 70% minimum. Traces possibles de soja, de lait et de fruits à coque.",582.0,43.0,26.0,37.0,29.0,10.0,6.7,0.01,0.004
4007933459024,,Schneider Brot,"France, Germany, en:united-kingdom",500g (7 slices),"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Sliced breads, Sunflower seed bread","Organic, EU Organic, No preservatives, Non-EU Agriculture, EU Agriculture, EU/non-EU Agriculture",a,a-plus,3.0,"Grain* (whole rye meal*, whole rye flour*), water, 5% sunflower seeds*, sea salt, yeast.  * =  organic farming",218.0,4.1,0.7,34.8,3.7,9.6,5.7,1.0,0.4
5000232828736,Sunflower oil,"Flora, Superdrug","France,Spain,United Kingdom",1 l,"Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils, Sunflower seeds and their products, Sunflower oils, en:legume-oils",,c,c,2.0,"sunflower oil, vitamin e.",828.0,92.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0
5010477352590,Country crisp bio Chocolat Noir,Jordans,France,400 g,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners,Céréales et pommes de terre,Céréales et dérivés,Céréales pour petit-déjeuner,Céréales au chocolat,Pépites de céréales croustillantes,Pépites de céréales au chocolat,Céréales pour petit déjeuner riches en fibres","Bio,Ecocert,Bio européen,Agriculture non UE,Agriculture UE,Agriculture UE/Non UE,FR-BIO-01,GB-ORG-05,Sans huile de palme,Nutriscore,Nutriscore C,AB Agriculture Biologique",d,c,4.0,"Céréales complètes* (52%) (flocons d’avoine*, farine d’avoine*), sucre*, flocons d’orge* (10%), huile de tournesol*, farine de riz*, copeaux de chocolat noir* (6%) (cacao : 70% minimum (pâte de cacao*, sucre*, beurre de cacao*)), éclats de fèves de cacao* (3%), noix de coco séchée*, arôme naturel de noix de coco et de vanille.
Informations sur les allergènes : les allergènes, y compris les céréales contenant du gluten sont indiqués en gras.
Peut contenir également : noix, lait, soja, autres sources de gluten.
* Ingrédients issus de l’Agriculture Biologique. Distribution certifiée par Ecocert SAS - FR-BIO-01",451.0,16.1,4.3,65.6,19.1,6.0,8.0,0.03,0.012
5019503002133,Quorn Pieces,Quorn,"France,United Kingdom",300g,"Plant-based foods and beverages,Plant-based foods,Frozen foods,Frozen plant-based foods,Meat alternatives,Meat analogues,Mycoprotein","No gluten,Vegetarian,Vegetarian Society",a,unknown,4.0,"Mycoprotein  (95%), rehydrated free range egg white, natural flavouring, calcium chloride, calcium acetate.",98.7,3.07,0.4,2.53,0.667,3.87,13.3,0.63,0.252
50157969,Tomato Ketchup,Heinz,United Kingdom,1.35kg,"Condiments, Sauces, Tomato sauces, Ketchup, Tomato Ketchup, Groceries","No gluten, Vegetarian, Vegan",d,a,3.0,"Tomatoes (148g per 100g tomato serving ketchup), spirit vinegar, sugar, salt, typical spice and herb extracts (contain eneray celery), spice",102.0,0.1,0.1,23.2,22.8,0.0,1.2,1.8,0.72
5033060100125,Pipers Anglesey sea salt crisps,Pipers Crisps Pipers,"France, en:united-kingdom",40 g,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks salés, Amuse-gueules, Chips et frites, Chips, Chips de pommes de terre, Chips de pommes de terre à l'huile de tournesol","sans-gluten, fr:aop, en:point-vert, fr:sans-gluten, en:à-l'huile-de-tournesol",d,b,3.0,"Pommes de terre,huile de tournesol,sel de mer Anglesey aop",532.0,30.7,3.3,57.2,0.5,3.5,5.1,0.94,0.376
5038862302500,Innocent Strawberries and bananas,innocent,"France,United Kingdom",750.0 ml,"Plant-based foods and beverages, Beverages, Plant-based beverages, Smoothies, Fruit smoothies","Organic,EU Organic,AB Agriculture Biologique,Vegan,Rainforest Alliance,Certified B Corporation",c,b,1.0,"strawberries (31%), apples, bananas (22%), white grapes, squeezed orange, blackcurrants",48.0,0.0533,0.0,10.7,10.0,1.07,0.527,0.0,0.0
5055953902531,Thé earl grey,"Twinings,Twinings Of London","Belgique,France,Allemagne",50 g,"Boissons et préparations de boissons,Aliments et boissons à base de végétaux,Boissons,Boissons chaudes,Boissons à base de végétaux,Préparations pour boissons,Thés,Infusions,Thés noirs,Thés aromatisés,Thés noirs aromatisés,Thés à la bergamote,Thés noirs aromatisés à la bergamote,The-aromatise-bergamote,The-earl-grey","Fabriqué en Pologne,Triman",unknown,a,4.0,"Thé noir, arôme bergamote 3%",,,,,,,,,
5060166690380,Bebida energética,Monster Energy,"Francia,España",500 ml,"Bebidas y preparaciones de bebidas,Bebidas,Bebidas endulzadas artificialmente,Bebidas no alcohólicas,Bebidas energéticas,en:Energy drink with sugar,Bebidas azucaradas","No recomendado para ciertas personas,Punto Verde,No recomendado para niños o mujeres embarazadas,Con edulcorantes",e,not-applicable,4.0,"Agua carbonatada, Sacarosa, Jarabe de Glucosa, Acidulante (Ácido Cítrico), Aromas, Taurina (0.4%), Corrector de Acidez (Citratos de Sodio), Extracto de Raíz de Panax Ginseng (0.08%), L-Carnitina, L-Tartrata (0.04%), Cafeina (0.03%), Conservadores (Ácido Sórbico, Ácido Benzoico), Colorante (Antocianinas), Vitaminas (B2, B3, B6, B12), Cloruro Sódico, D-Glucoronolactona, Extracto de Semilla de Guaraná (0.002%), Inositol, Edulcorante (Sucralosa), Maltodextrina.",47.0,0.0,,12.0,11.0,,0.0,0.1875,0.075
50663569,Almond And apricot with a yoghurt coating fruit and nut bar,Eat natural,"France,United Kingdom",50 g,"Snacks,Sweet snacks,Bars","No gluten,Vegetarian",e,unknown,4.0,"Couche goût Yaourt 30% (huile de palme, sucre, petit lait, yaourt (lait) déshydraté, émulsifiant (lécithine de tournesol)), abricots secs 17%, noix de coco râpée 15%, sirop de glucose, AMANDES 10%, riz soufﬂé 10% (riz, sucre), miel 6%",476.0,26.6,18.8,49.8,31.2,5.0,6.6,0.15,0.06
6194005446100,Dégustation - Chocolat Noir 72% Cacao,"Maestro,Saïda","France,Tunisie",100 g,"Snacks,Snacks sucrés,Cacao et dérivés,Chocolats,Chocolats noirs,Chocolats noirs extra fin",Point Vert,e,e,4.0,"Chocolat noir 72%: (pâte de cacao, sucre, cacao en poudre, beurre de cacao, émulsifiant (lécithine de soja) selon BPF, arôme vanille, régulateur d'acidité (E/SIN 500ii) selon BPF. Ce produit contient du soja et peut contenir des traces de lait, fruits à coque et de gluten. Cela peut provoquer une hypersensibilité.",590.0,39.0,23.0,32.0,28.0,11.0,8.0,0.08,0.032
7610400067324,Les Grandes 34% Hazelnut Dark,Lindt,Reino Unido,150 gr,"Botanas,Snacks dulces,Cacao y sus productos,Dulces,Chocolates,Chocolates negros,Chocolates con avellanas,Chocolates negro con avellanas",,e,e,4.0,"sugar, hazelnuts, cocoa mass, cocoa butter, butterfat, emulsifier (soya lecithin), flavourings, dark chocolate contains: minimum cocoa solids 43%",587.0,42.0,14.0,41.0,38.0,,8.0,0.01,0.004
7613036217675,KUB OR,Maggi,France,192 g,"Dried products,Dried products to be rehydrated,Broths,Dehydrated broths,Bouillon cubes","No preservatives,100% vegetable,Nutriscore,Nutriscore Grade C,Triman",c,unknown,4.0,"Sel iodé, fécule, sucre, huile de palme, sel, arômes, extrait végétal (_blé_), oignon, extrait de levure, ail, clou de girofle, colorant: caramel.",178.0,8.3,5.0,20.7,9.8,0.6,4.8,61.9,24.76
8002470023154,Huile d'olive vierge extra Bio Delicato,Carapelli,France,"0,75 cl","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Matières grasses, Matières grasses végétales, Produits de l'olivier, Huiles, Huiles d'olive, Huiles d'olive vierges extra, Huiles d'olive vierges, en:Olive oil blends","Bio, Bio européen, Agriculture non UE, Agriculture UE, Agriculture UE/Non UE, IT-BIO-008, AB Agriculture Biologique",b,c,2.0,HUILE D'OLIVE VIERGE EXTRA,823.0,91.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
8002885003406,Peanut Butter Creamy,Fiorentini,"France,Italy,Spain",350 g,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Spreads,Nuts and their products,Plant-based spreads,Oilseed purees,Legume butters,Nut butters,Peanut butters,Burro di arachidi","No gluten, No added sugar, en:no-palm-oil",a,d,3.0,"Arachidi tostate 93%, olio di girasole, sale. Può contenere: frutta a guscio.",644.0,54.0,7.1,11.0,5.6,6.0,24.0,0.1125,0.045
8008698002070,Salinis,Schar,"France, Germany, Hungary, Luxembourg, United Kingdom, en:italy",60 g,"plant-based-foods-and-beverages, plant-based-foods, snacks, cereals-and-potatoes, salty-snacks, appetizers, biscuits-and-crackers, meals, breads, crackersappetizers, special-breads, pretzel, da:crackers",No gluten,e,b,4.0,"Amidon de maïs, huile de palme, pomme de terre, sel de mer, sirop de sucre inverti, levure sèche, stabilisant: E-466, émulsifiant: lécithine de soja, poudres à lever: bicarbonate de sodium, diphosphate disodique, Peut contenir des traces de graines de sésame SANS LACTOSE, Conserver dans un lieu frais et sec,",482.0,21.0,9.9,72.0,2.0,0.7,0.9,2.4575,0.983
8410297112041,Leche entera,Central Lechera Asturiana,España,1 L,"Lácteos,Leches,Leche entera,Leche de vaca","100% natural,Empresa B certificada,FSC,FSC Mixto,AENOR Carbono Neutro",c,d,1.0,Leche entera de vaca,63.0,3.6,2.4,4.6,4.6,,3.1,0.0001,4e-05
8410707000197,Zumo Juver Disfruta Melocot. 1L,Juver,"France, Romania, Spain, Ukraine, United Arab Emirates, en:morocco","1 l,","Alimente și băuturi pe bază de plante, Băuturi, Băuturi din plante, en:Fruit-based beverages, Sucuri și nectaruri, en:Fruit nectars, en:Peach nectars",No added sugar,c,d,,"Piure de piersici 50%, apa, acidifianti: acid citric; antioxidanti: acid ascorbic; edulcolorant: sucraloza si acesulfam K.",21.0,0.1,0.0,4.4,3.8,0.5,0.4,0.01,0.004
8711200350377,Knorr Soupe Liquide Légumes du Potager 45cl,Knorr,France,450 ml,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Conserves, Légumes et dérivés, Aliments à base de plantes en conserve, Plats préparés, Légumes en conserve, Soupes, Soupes à réchauffer, Soupes de légumes","Peu ou pas de sucre, Peu de sucre, Végétarien, Sans conservateurs, Union Végétarienne Européenne, Point Vert, Sans colorants, Triman",a,a-plus,3.0,"Voici les ingrédients présents dans notre jolie bouteille : de l'eau, de la carotte¹ (17%), de la tomate¹ (13%), de la courge¹ (6,3%), de la CRÈME fraîche (6,1%), de l'amidon de riz, de l'oignon¹ (3%), des petits pois¹ (3%), du CÉLERI-RAVE¹ (2,5%), du poireau¹ (2,5%), de la courgette¹ (2%), un peu de sucre de canne et une pincée de sel. ¹Légumes issus de l'agriculture durable. 49,3% de légumes¹.",54.0,2.1,1.2,7.5,3.3,1.0,0.8,0.66,0.264
3019081239633,Thon entier au naturel albacore,Petit Navire,France,190 g e,"Produits de la mer,Poissons et dérivés,Conserves,Poissons,Poissons gras,Poissons en conserve,Thons,Thons en conserve,Thons tropicaux,Thons albacore,Thons au naturel","Nutriscore,Nutriscore B,Triman",a,f,3.0,"_Thon_, eau, sel.",100.0,1.0,0.5,0.0,0.0,0.0,25.0,1.0,0.4
20998141,Kokosnussöl,VitaD'or,Germany,450ml,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Fette, Pflanzenfette, Pflanzenöle, Frucht- und Fruchtsamenöle, Kokosöle, en:Kokosöle","Bio, EU-Öko-Verordnung, USDA Organic, EG-Öko-Verordnung, SI-EKO-002",unknown,unknown,2.0,natives Kokosnussöl,900.0,100.0,94.0,0.0,,,0.0,,
00553179,Porridge Oats 1.5kg,"Sainsbury's, By sainsbury's","France,United Kingdom",1.5kg,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Rolled flakes, Oat-flakes, Porridge",,a,a,,Wholegrain Scottish Oat Flakes (100%),363.0,7.0,1.0,60.5,1.1,8.3,10.3,0.01,0.004
0898999011288,Eau de coco,Vita Coco,"United Kingdom, World, Francia, en:france",1 litre,"Plant-based foods and beverages, Beverages, Dairy substitutes, Milk substitutes, Plant-based beverages, Plant-based milk alternatives, Coconut waters","No GMOs, Non GMO project, en:no-gluten",c,d,4.0,"WATER,
COCONUT WATER CONCENTRATE,
COCONUT PUREE, FRUCTOSE (&lt;1%), ASCORBIC ACID (VITAMIN C), GELLAN GUM",25.0,0.417,0.417,5.0,4.17,0.0,0.0,0.109,0.0437
6111246951002,Ferme vanille,Jibal,Maroc,110g,"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts",,b,b,,يوغورت عاقد المكونات، خليب كامل الدسم، سكره حليب منزوع الدسم، مسحوق الحليب، بروتينات الحليب. نكهة الفانيلا، خمائر حليبية. الوزن الصافي 110غ يمكن أن يحتوي على آثار الغلوتين و الفواكه القشرية،,105.0,2.5,2.0,14.5,14.5,6.0,4.0,0.1,0.04
5000232844279,Cannelloni beans,Napolina,"España,Reino Unido",400g,"Plant-based foods and beverages, Plant-based foods, Legumes and their products, Canned foods, Legumes, Canned plant-based foods, Canned legumes, Canned common beans, en:pulses",,a,a,4.0,"canellini beans, water, firming agent:calcium chloride, antioxidant: sodium metabosulphite",108.0,0.4,0.0,15.2,0.0,8.0,7.0,0.05,0.02
4061458018913,Streichfein ungesalzen,"Aldi,DMK,Milsani",Deutschland,250 g,"Milchprodukte,Fette,Brotaufstriche,Streichfette (Milch- und Nichtmilcherzeugnisse),Tierische Fette,Milchstreichfett,Milchfette,Butter","Nutriscore,Nutriscore D",d,e,2.0,"63% mildgesäuerte Butter, Wasser, 13 % Rapsöl.",589.0,65.0,36.0,0.5,0.5,,0.5,0.02,0.008
5053827193894,Kellogg Bran Flakes,Kellogg's,"France,United Kingdom",375g,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Breakfast cereals rich in fibre,Extruded wheat flakes","Kosher,No artificial flavors,No artificial colors,No artificial colours or flavours",b,d,4.0,"Wholewheat (59%), wheat bran (18%), wholewheat flour, sugar, barley malt extract, glucose syrup, salt, natural flavouring, niacin, iron, vitamin 36, riboflavin, thiamin, folic acid, vitamin D, vitamin B12 Folgens see ingredients highlighted in bold. May contain gluten from other cereals.",357.0,2.33,0.333,66.7,14.0,17.0,11.0,0.658,0.263
5013665113553,Belgian Milk Chocolate,Kallø,United Kingdom,,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Puffed cereal cakes,Puffed rice cakes,Puffed rice cakes with milk chocolate",,e,c,4.0,"_Milk_ chocolate (60%) [sugar, cocoa butter, whole _milk_ powder (15%), cocoa mass, emulsifier: lecithin (_soya_), natural vanilla flavour], wholegrain rice (40%).",495.0,23.8,14.3,61.9,30.0,,6.67,0.476,0.19
